1526482380206879288,10,485,143,65,87,2,-1,-1,-1
1526482380206879288,11,273,157,63,82,2,-1,-1,-1
1526482380277006950,10,482,143,65,89,2,-1,-1,-1
1526482380277006950,11,272,157,62,81,2,-1,-1,-1
1526482380337181939,10,481,142,65,89,2,-1,-1,-1
1526482380337181939,11,271,157,63,81,2,-1,-1,-1
1526482380407493383,10,481,143,65,88,2,-1,-1,-1
1526482380407493383,11,270,157,63,81,2,-1,-1,-1
1526482380478510937,10,480,143,65,89,2,-1,-1,-1
1526482380478510937,11,268,157,64,81,2,-1,-1,-1
1526482380538433028,10,480,143,65,89,2,-1,-1,-1
1526482380538433028,11,268,158,63,79,2,-1,-1,-1
1526482380609239433,10,480,143,65,89,2,-1,-1,-1
1526482380609239433,11,267,157,63,79,2,-1,-1,-1
1526482380669870120,10,479,143,65,89,2,-1,-1,-1
1526482380669870120,11,268,159,62,78,2,-1,-1,-1
1526482380740281670,10,481,143,64,87,2,-1,-1,-1
1526482380740281670,11,268,158,62,80,2,-1,-1,-1
1526482380810998341,10,480,143,64,87,2,-1,-1,-1
1526482380810998341,11,267,158,63,79,2,-1,-1,-1
1526482380871318604,10,480,144,64,86,2,-1,-1,-1
1526482380871318604,11,267,158,62,78,2,-1,-1,-1
1526482380941608900,10,480,144,64,86,2,-1,-1,-1
1526482380941608900,11,267,157,60,79,2,-1,-1,-1
1526482381012313637,10,480,144,65,87,2,-1,-1,-1
1526482381012313637,11,265,154,61,81,2,-1,-1,-1
1526482381072816166,10,480,144,65,86,2,-1,-1,-1
1526482381072816166,11,265,153,61,81,2,-1,-1,-1
1526482381143401924,10,480,144,65,86,2,-1,-1,-1
1526482381143401924,11,263,152,62,81,2,-1,-1,-1
1526482381203645703,10,480,144,64,86,2,-1,-1,-1
1526482381203645703,11,262,152,62,81,2,-1,-1,-1
1526482381274051035,10,480,143,64,87,2,-1,-1,-1
1526482381274051035,11,261,152,62,80,2,-1,-1,-1
1526482381344643053,10,481,144,64,86,2,-1,-1,-1
1526482381344643053,11,259,154,61,78,2,-1,-1,-1
1526482381405341678,10,481,144,64,85,2,-1,-1,-1
1526482381405341678,11,258,153,61,81,2,-1,-1,-1
1526482381475534288,10,482,145,64,85,2,-1,-1,-1
1526482381475534288,11,256,153,61,81,2,-1,-1,-1
1526482381545835876,10,483,144,64,85,2,-1,-1,-1
1526482381545835876,11,254,153,61,81,2,-1,-1,-1
1526482381606080320,10,483,144,64,85,2,-1,-1,-1
1526482381606080320,11,253,153,62,81,2,-1,-1,-1
1526482381676383384,10,483,143,64,85,2,-1,-1,-1
1526482381676383384,11,250,155,63,78,2,-1,-1,-1
1526482381736495163,10,481,143,65,88,2,-1,-1,-1
1526482381736495163,11,250,153,62,81,2,-1,-1,-1
1526482381806976738,10,482,142,66,88,2,-1,-1,-1
1526482381806976738,11,248,153,62,81,2,-1,-1,-1
1526482381877469472,10,482,142,66,89,2,-1,-1,-1
1526482381877469472,11,247,153,62,81,2,-1,-1,-1
1526482381938119270,10,483,142,66,88,2,-1,-1,-1
1526482381938119270,11,247,153,62,81,2,-1,-1,-1
1526482382008143754,10,485,143,64,86,2,-1,-1,-1
1526482382008143754,11,246,154,62,80,2,-1,-1,-1
1526482382078458674,10,485,142,65,86,2,-1,-1,-1
1526482382078458674,11,245,154,62,80,2,-1,-1,-1
1526482382139296917,10,486,142,64,86,2,-1,-1,-1
1526482382139296917,11,245,154,62,81,2,-1,-1,-1
1526482382209317975,10,487,142,65,86,2,-1,-1,-1
1526482382209317975,11,245,154,62,80,2,-1,-1,-1
1526482382269797980,10,486,142,64,87,2,-1,-1,-1
1526482382269797980,11,245,154,63,81,2,-1,-1,-1
1526482382340188357,10,487,142,64,87,2,-1,-1,-1
1526482382340188357,11,245,153,63,81,2,-1,-1,-1
1526482382410352259,10,487,143,64,87,2,-1,-1,-1
1526482382410352259,11,245,153,64,82,2,-1,-1,-1
1526482382470990781,10,487,142,64,87,2,-1,-1,-1
1526482382470990781,11,245,153,63,82,2,-1,-1,-1
1526482382542867716,10,486,142,64,88,2,-1,-1,-1
1526482382542867716,11,246,152,63,81,2,-1,-1,-1
1526482382603205229,10,487,141,65,88,2,-1,-1,-1
1526482382603205229,11,246,152,64,82,2,-1,-1,-1
1526482382673741161,10,487,142,65,87,2,-1,-1,-1
1526482382673741161,11,245,150,65,83,2,-1,-1,-1
1526482382744757378,10,486,142,64,88,2,-1,-1,-1
1526482382744757378,11,246,150,65,84,2,-1,-1,-1
1526482382805572772,10,487,142,65,87,2,-1,-1,-1
1526482382805572772,11,247,150,64,82,2,-1,-1,-1
1526482382875724462,10,486,142,65,87,2,-1,-1,-1
1526482382875724462,11,247,150,64,82,2,-1,-1,-1
1526482382937971623,10,486,142,65,88,2,-1,-1,-1
1526482382937971623,11,248,151,63,82,2,-1,-1,-1
1526482383008673512,10,485,142,65,88,2,-1,-1,-1
1526482383008673512,11,247,151,65,82,2,-1,-1,-1
1526482383078479554,10,485,142,65,88,2,-1,-1,-1
1526482383078479554,11,247,151,65,82,2,-1,-1,-1
1526482383139405376,10,485,143,65,87,2,-1,-1,-1
1526482383139405376,11,248,151,65,82,2,-1,-1,-1
1526482383210028296,10,484,143,65,88,2,-1,-1,-1
1526482383210028296,11,247,148,68,89,2,-1,-1,-1
1526482383270753546,10,484,143,65,89,2,-1,-1,-1
1526482383270753546,11,250,152,63,81,2,-1,-1,-1
1526482383341473776,10,483,143,66,89,2,-1,-1,-1
1526482383341473776,11,250,152,64,81,2,-1,-1,-1
1526482383411679057,10,482,143,66,90,2,-1,-1,-1
1526482383411679057,11,250,152,64,81,2,-1,-1,-1
1526482383472515746,10,482,143,66,89,2,-1,-1,-1
1526482383472515746,11,250,151,64,82,2,-1,-1,-1
1526482383542628393,10,484,143,65,87,2,-1,-1,-1
1526482383542628393,11,250,151,64,82,2,-1,-1,-1
1526482383602760488,10,484,143,65,86,2,-1,-1,-1
1526482383602760488,11,250,151,64,81,2,-1,-1,-1
1526482383673410058,10,484,143,65,87,2,-1,-1,-1
1526482383673410058,11,249,150,64,81,2,-1,-1,-1
